user_id,book_id,stay_time,scroll_depth,timestamp,purchased,rented,label,title,author,genre,price
37,B2911,25,30,2025-08-20 10:54:31,0,0,0,책 제목 248,김훈,에세이,23336
58,B8106,188,86,2025-08-18 22:12:42,1,0,1,책 제목 544,김훈,추리,19274
9,B1303,260,93,2025-08-25 01:26:48,1,1,1,책 제목 781,베르나르 베르베르,SF,23965
11,B7558,62,33,2025-08-12 14:59:26,0,0,0,책 제목 479,김훈,로맨스,15897
64,B6492,6,1,2025-08-17 04:49:42,0,0,0,책 제목 703,무라카미 하루키,로맨스,16000
50,B6404,294,97,2025-08-27 09:04:02,1,0,1,책 제목 369,정세랑,자기계발,23548
50,B5713,111,88,2025-08-08 03:07:16,1,1,1,책 제목 897,조정래,역사,21307
71,B3575,157,99,2025-08-14 17:33:50,1,0,1,책 제목 731,한강,역사,20152
41,B1272,24,49,2025-08-02 16:15:38,0,0,0,책 제목 841,무라카미 하루키,추리,16200
77,B6096,251,87,2025-08-17 02:32:18,1,1,1,책 제목 92,히가시노 게이고,에세이,14703
38,B2567,142,73,2025-08-24 08:22:17,1,1,1,책 제목 221,공지영,추리,23580
50,B6710,226,84,2025-08-17 20:28:01,1,0,1,책 제목 503,히가시노 게이고,자기계발,10671
82,B8013,77,45,2025-08-21 12:43:19,0,0,0,책 제목 328,히가시노 게이고,소설,16413
87,B6411,257,93,2025-08-21 14:02:19,1,0,1,책 제목 586,히가시노 게이고,SF,14713
61,B1126,66,43,2025-08-17 20:44:42,0,0,0,책 제목 85,한강,소설,15767
45,B4208,281,88,2025-08-14 13:07:53,1,1,1,책 제목 710,베르나르 베르베르,소설,22178
50,B5809,27,6,2025-08-27 20:59:05,0,0,0,책 제목 981,정세랑,추리,13935
74,B7410,41,16,2025-08-23 09:39:33,0,0,0,책 제목 868,공지영,철학,20813
96,B4459,271,85,2025-08-21 15:26:51,1,0,1,책 제목 750,정세랑,역사,23757
18,B4936,36,1,2025-08-16 00:34:31,0,0,0,책 제목 568,무라카미 하루키,추리,11238
47,B1359,51,27,2025-08-26 06:31:24,0,0,0,책 제목 494,공지영,추리,22685
57,B2423,237,87,2025-08-13 16:17:06,1,0,1,책 제목 273,정세랑,SF,15068
55,B4459,294,89,2025-08-06 07:26:59,1,1,1,책 제목 628,히가시노 게이고,자기계발,22028
61,B5774,128,96,2025-08-28 06:49:32,1,0,1,책 제목 53,무라카미 하루키,로맨스,21617
32,B4665,181,71,2025-08-06 03:36:12,1,0,1,책 제목 435,조정래,로맨스,18181
90,B9748,64,20,2025-08-23 20:18:35,0,0,0,책 제목 36,히가시노 게이고,역사,21247
65,B7627,131,73,2025-08-05 07:17:32,1,0,1,책 제목 540,무라카미 하루키,역사,22229
47,B5283,111,71,2025-08-05 01:34:39,1,0,1,책 제목 694,한강,자기계발,22790
74,B5669,257,76,2025-08-08 03:15:29,1,1,1,책 제목 734,조정래,에세이,12403
58,B6193,16,36,2025-08-24 17:22:16,0,0,0,책 제목 703,무라카미 하루키,추리,23334
56,B9133,86,49,2025-08-30 06:24:56,0,0,0,책 제목 107,정세랑,SF,14016
8,B6666,174,87,2025-08-21 13:23:23,1,0,1,책 제목 627,베르나르 베르베르,자기계발,17241
68,B4607,24,37,2025-08-27 15:39:03,0,0,0,책 제목 277,공지영,SF,10636
12,B1508,240,87,2025-08-12 17:02:07,1,1,1,책 제목 84,히가시노 게이고,철학,18684
58,B7737,250,99,2025-08-06 15:59:30,1,0,1,책 제목 608,정세랑,자기계발,12731
71,B8336,160,84,2025-08-26 18:08:20,1,0,1,책 제목 990,무라카미 하루키,추리,14175
97,B8669,48,36,2025-08-30 22:12:41,0,0,0,책 제목 594,정세랑,자기계발,22510
20,B3856,74,4,2025-08-17 23:09:01,0,0,0,책 제목 978,한강,철학,11900
32,B6220,75,7,2025-08-11 03:20:04,0,0,0,책 제목 691,한강,에세이,18680
79,B7028,279,75,2025-08-25 07:25:26,1,1,1,책 제목 399,무라카미 하루키,철학,13081
60,B5746,64,21,2025-08-22 03:02:52,0,0,0,책 제목 625,조정래,추리,14549
59,B2232,258,88,2025-08-22 05:48:15,1,0,1,책 제목 272,베르나르 베르베르,에세이,15953
58,B4827,140,79,2025-08-10 05:21:23,1,1,1,책 제목 710,무라카미 하루키,로맨스,23804
98,B1175,73,9,2025-08-18 06:17:56,0,0,0,책 제목 515,히가시노 게이고,로맨스,23463
4,B2449,251,86,2025-08-23 04:56:36,1,0,1,책 제목 61,정세랑,역사,10147
76,B4434,164,94,2025-08-11 15:35:14,1,0,1,책 제목 393,조정래,에세이,22067
71,B4348,257,83,2025-08-13 23:47:17,1,1,1,책 제목 135,무라카미 하루키,SF,13138
68,B8674,77,42,2025-08-03 01:06:14,0,0,0,책 제목 118,조정래,철학,13956
54,B7232,278,92,2025-08-16 20:05:28,1,0,1,책 제목 35,김훈,소설,19145
46,B3849,90,18,2025-08-19 03:12:52,0,0,0,책 제목 1000,김훈,SF,12907
88,B3493,189,97,2025-08-22 01:48:28,1,0,1,책 제목 596,조정래,에세이,15313
99,B9635,78,30,2025-08-10 23:30:19,0,0,0,책 제목 872,무라카미 하루키,철학,16957
33,B5866,28,16,2025-08-10 03:57:57,0,0,0,책 제목 39,조정래,SF,12628
57,B2405,29,1,2025-08-28 01:38:12,0,0,0,책 제목 840,조정래,SF,22035
28,B3729,284,90,2025-08-04 21:44:22,1,0,1,책 제목 57,정세랑,에세이,15882
22,B5202,38,21,2025-08-21 16:51:42,0,0,0,책 제목 842,공지영,철학,23182
48,B4007,271,70,2025-08-27 20:34:44,1,1,1,책 제목 327,히가시노 게이고,로맨스,19223
15,B5115,285,72,2025-08-30 08:37:35,1,0,1,책 제목 464,조정래,에세이,14804
42,B9694,71,4,2025-08-18 20:16:13,0,0,0,책 제목 230,히가시노 게이고,자기계발,13094
4,B9039,50,30,2025-08-28 11:44:53,0,0,0,책 제목 540,무라카미 하루키,에세이,14231
4,B4249,55,10,2025-08-17 12:55:26,0,0,0,책 제목 54,조정래,에세이,21134
43,B2621,35,32,2025-08-06 04:20:28,0,0,0,책 제목 111,공지영,에세이,21409
29,B6292,218,90,2025-08-11 22:15:31,1,0,1,책 제목 132,히가시노 게이고,소설,13398
1,B2319,67,10,2025-08-26 15:28:30,0,0,0,책 제목 291,히가시노 게이고,소설,22720
95,B4223,58,34,2025-08-15 03:34:53,0,0,0,책 제목 188,공지영,소설,20315
92,B5194,82,26,2025-08-25 10:33:11,0,0,0,책 제목 506,정세랑,추리,13523
12,B4556,136,84,2025-08-20 20:31:39,1,0,1,책 제목 702,조정래,소설,24051
13,B1381,272,91,2025-08-01 20:01:35,1,0,1,책 제목 4,무라카미 하루키,소설,17620
92,B8105,15,29,2025-08-07 14:33:39,0,0,0,책 제목 340,정세랑,추리,10964
100,B1649,214,81,2025-08-07 22:05:04,1,0,1,책 제목 2,한강,자기계발,15518
23,B8758,118,92,2025-08-05 11:11:33,1,1,1,책 제목 938,한강,로맨스,19077
19,B1737,148,97,2025-08-12 10:05:53,1,1,1,책 제목 397,김훈,철학,15051
77,B5382,109,85,2025-08-23 01:15:50,1,1,1,책 제목 737,베르나르 베르베르,추리,18592
84,B3423,284,74,2025-08-29 19:01:22,1,0,1,책 제목 403,조정래,역사,15626
93,B3336,50,7,2025-08-28 07:27:44,0,0,0,책 제목 21,공지영,추리,18424
30,B3481,270,72,2025-08-08 10:30:13,1,0,1,책 제목 759,히가시노 게이고,철학,12953
48,B5506,61,30,2025-08-18 04:40:19,0,0,0,책 제목 993,정세랑,자기계발,13516
11,B9155,89,8,2025-08-13 19:03:11,0,0,0,책 제목 135,공지영,소설,13749
70,B9354,112,70,2025-08-25 18:04:17,1,1,1,책 제목 208,정세랑,에세이,23757
76,B7479,83,15,2025-08-30 18:23:22,0,0,0,책 제목 414,조정래,철학,23927
47,B9023,174,73,2025-08-21 17:43:42,1,0,1,책 제목 795,한강,철학,18837
28,B3909,30,38,2025-08-17 01:02:03,0,0,0,책 제목 364,베르나르 베르베르,역사,19314
12,B6578,90,16,2025-08-19 22:04:45,0,0,0,책 제목 40,한강,로맨스,11741
86,B7309,88,25,2025-08-17 09:59:11,0,0,0,책 제목 573,김훈,역사,12770
48,B6227,181,84,2025-08-30 21:01:38,1,1,1,책 제목 301,무라카미 하루키,철학,20380
42,B1160,41,49,2025-08-15 22:59:08,0,0,0,책 제목 768,베르나르 베르베르,소설,12416
11,B6926,65,39,2025-08-05 23:27:17,0,0,0,책 제목 481,한강,자기계발,24231
28,B3458,19,35,2025-08-27 08:15:58,0,0,0,책 제목 462,공지영,역사,17492
76,B9567,64,42,2025-08-09 04:14:03,0,0,0,책 제목 663,무라카미 하루키,로맨스,17308
43,B5547,81,35,2025-08-13 05:15:52,0,0,0,책 제목 640,히가시노 게이고,철학,19390
82,B7965,84,9,2025-08-07 00:28:32,0,0,0,책 제목 163,히가시노 게이고,추리,23503
36,B8286,34,25,2025-08-18 02:29:35,0,0,0,책 제목 292,정세랑,SF,21980
73,B9755,263,87,2025-08-21 12:36:55,1,1,1,책 제목 493,조정래,SF,17555
57,B7726,75,4,2025-08-09 06:54:47,0,0,0,책 제목 588,공지영,소설,24278
46,B6151,123,87,2025-08-19 19:19:37,1,1,1,책 제목 826,무라카미 하루키,로맨스,14456
7,B9182,66,28,2025-08-01 01:00:26,0,0,0,책 제목 706,한강,소설,14016
74,B6060,183,93,2025-08-27 20:42:09,1,1,1,책 제목 812,한강,소설,17941
21,B9160,116,80,2025-08-13 17:10:57,1,1,1,책 제목 833,정세랑,역사,15366
9,B3103,266,92,2025-08-29 02:34:22,1,1,1,책 제목 12,히가시노 게이고,로맨스,10146
3,B8960,171,97,2025-08-29 15:29:28,1,0,1,책 제목 144,조정래,역사,15776
17,B8681,94,19,2025-08-24 15:28:16,0,0,0,책 제목 979,공지영,역사,20307
26,B3467,144,95,2025-08-09 05:07:42,1,0,1,책 제목 443,베르나르 베르베르,역사,24870
72,B9622,27,17,2025-08-16 04:41:36,0,0,0,책 제목 249,한강,역사,12338
27,B5314,270,99,2025-08-13 06:12:45,1,1,1,책 제목 910,한강,철학,18069
61,B3613,76,47,2025-08-16 07:45:21,0,0,0,책 제목 953,정세랑,소설,12739
96,B9870,136,77,2025-08-01 00:02:06,1,1,1,책 제목 620,공지영,에세이,13177
63,B3953,61,42,2025-08-13 18:14:51,0,0,0,책 제목 769,히가시노 게이고,철학,21239
17,B8386,11,44,2025-08-13 11:31:30,0,0,0,책 제목 270,공지영,소설,11618
4,B9507,28,0,2025-08-20 17:28:11,0,0,0,책 제목 490,히가시노 게이고,철학,14939
61,B6019,203,93,2025-08-21 15:30:02,1,1,1,책 제목 813,히가시노 게이고,소설,14891
40,B2034,71,21,2025-08-19 18:11:46,0,0,0,책 제목 400,베르나르 베르베르,SF,23771
18,B2945,259,79,2025-08-17 04:49:17,1,1,1,책 제목 967,한강,철학,14729
22,B9972,72,19,2025-08-10 05:19:07,0,0,0,책 제목 64,공지영,자기계발,20135
99,B2884,19,16,2025-08-19 01:08:04,0,0,0,책 제목 868,히가시노 게이고,자기계발,24225
73,B2908,34,11,2025-08-08 22:46:03,0,0,0,책 제목 300,조정래,로맨스,10818
84,B2157,31,37,2025-08-04 03:58:17,0,0,0,책 제목 438,히가시노 게이고,추리,24009
100,B8269,207,70,2025-08-12 18:03:36,1,0,1,책 제목 148,조정래,자기계발,10285
22,B2059,200,91,2025-08-18 14:55:34,1,1,1,책 제목 16,정세랑,소설,12587
73,B3000,10,0,2025-08-02 16:07:34,0,0,0,책 제목 730,한강,에세이,14025
90,B6710,41,12,2025-08-01 13:51:32,0,0,0,책 제목 994,무라카미 하루키,자기계발,11369
57,B1291,76,42,2025-08-11 11:21:30,0,0,0,책 제목 235,공지영,역사,22589
71,B4038,208,96,2025-08-19 11:24:06,1,0,1,책 제목 684,베르나르 베르베르,소설,10615
52,B5784,252,73,2025-08-15 09:39:20,1,0,1,책 제목 744,히가시노 게이고,소설,10249
31,B2334,250,95,2025-08-24 03:16:54,1,1,1,책 제목 486,히가시노 게이고,추리,10508
61,B2504,26,23,2025-08-23 05:38:17,0,0,0,책 제목 709,공지영,추리,16721
10,B2979,35,22,2025-08-20 09:34:39,0,0,0,책 제목 223,정세랑,역사,10403
49,B2653,203,88,2025-08-19 20:09:41,1,0,1,책 제목 692,무라카미 하루키,추리,20818
11,B7926,257,98,2025-08-14 02:19:25,1,0,1,책 제목 575,무라카미 하루키,자기계발,13444
74,B4140,65,16,2025-08-03 18:45:46,0,0,0,책 제목 890,김훈,철학,22613
79,B6725,31,17,2025-08-15 02:18:15,0,0,0,책 제목 590,정세랑,자기계발,12249
78,B3468,102,78,2025-08-01 15:43:55,1,0,1,책 제목 751,공지영,에세이,12123
38,B5109,57,38,2025-08-04 16:27:37,0,0,0,책 제목 109,공지영,자기계발,19666
62,B8948,58,39,2025-08-30 20:45:09,0,0,0,책 제목 713,조정래,소설,15969
48,B5055,195,99,2025-08-10 08:35:24,1,1,1,책 제목 632,무라카미 하루키,SF,10490
8,B2306,289,77,2025-08-01 06:27:27,1,0,1,책 제목 46,조정래,역사,17916
49,B4153,51,22,2025-08-18 06:38:57,0,0,0,책 제목 338,베르나르 베르베르,철학,16457
98,B9993,8,28,2025-08-21 19:02:18,0,0,0,책 제목 948,무라카미 하루키,로맨스,18792
36,B6520,143,77,2025-08-08 10:13:41,1,1,1,책 제목 35,베르나르 베르베르,철학,18210
79,B5067,210,88,2025-08-08 19:51:36,1,0,1,책 제목 999,히가시노 게이고,역사,12207
51,B3541,21,27,2025-08-04 05:25:47,0,0,0,책 제목 384,히가시노 게이고,로맨스,10405
6,B2373,84,21,2025-08-08 03:30:23,0,0,0,책 제목 900,한강,추리,10818
44,B1558,56,44,2025-08-29 18:18:04,0,0,0,책 제목 503,베르나르 베르베르,로맨스,23331
50,B9982,122,94,2025-08-22 21:43:48,1,1,1,책 제목 533,공지영,SF,10060
41,B3312,137,82,2025-08-14 22:15:58,1,1,1,책 제목 927,공지영,SF,23102
71,B6617,71,9,2025-08-09 19:54:17,0,0,0,책 제목 195,한강,자기계발,16327
18,B7421,24,40,2025-08-06 14:38:36,0,0,0,책 제목 537,공지영,로맨스,16507
23,B7081,252,81,2025-08-28 13:22:12,1,0,1,책 제목 343,한강,철학,14399
87,B7122,35,45,2025-08-16 13:42:40,0,0,0,책 제목 765,베르나르 베르베르,로맨스,21346
16,B9133,120,72,2025-08-23 20:46:48,1,1,1,책 제목 506,한강,로맨스,21892
94,B6266,7,37,2025-08-23 11:03:12,0,0,0,책 제목 741,정세랑,로맨스,11067
48,B7716,84,45,2025-08-09 10:47:50,0,0,0,책 제목 391,한강,에세이,13443
2,B1789,119,81,2025-08-24 05:35:38,1,0,1,책 제목 278,정세랑,소설,10956
46,B9123,224,86,2025-08-21 15:38:12,1,1,1,책 제목 38,공지영,SF,20891
55,B6512,67,8,2025-08-13 21:39:24,0,0,0,책 제목 50,공지영,역사,15799
86,B6160,31,48,2025-08-07 11:44:03,0,0,0,책 제목 689,김훈,에세이,11111
87,B4518,126,82,2025-08-07 22:36:32,1,0,1,책 제목 596,한강,에세이,12462
22,B8707,31,25,2025-08-26 00:36:22,0,0,0,책 제목 497,조정래,역사,23737
8,B8889,207,80,2025-08-29 16:51:28,1,0,1,책 제목 272,베르나르 베르베르,SF,21715
26,B3649,205,87,2025-08-24 20:14:06,1,1,1,책 제목 734,김훈,SF,11447
66,B3932,51,5,2025-08-30 18:33:15,0,0,0,책 제목 389,무라카미 하루키,자기계발,20823
100,B6354,297,74,2025-08-01 01:47:44,1,0,1,책 제목 788,김훈,역사,10178
59,B6426,88,47,2025-08-12 10:29:27,0,0,0,책 제목 721,한강,소설,16947
98,B2048,286,79,2025-08-01 18:22:30,1,0,1,책 제목 951,히가시노 게이고,자기계발,15392
19,B4414,153,95,2025-08-17 08:54:26,1,0,1,책 제목 837,조정래,로맨스,11895
86,B5612,156,77,2025-08-06 22:51:05,1,1,1,책 제목 941,무라카미 하루키,역사,15693
79,B1898,236,77,2025-08-19 13:37:23,1,1,1,책 제목 272,공지영,자기계발,21994
5,B3089,289,87,2025-08-07 06:27:36,1,0,1,책 제목 487,공지영,로맨스,17790
9,B8593,222,90,2025-08-26 22:02:12,1,1,1,책 제목 952,한강,자기계발,12800
14,B1533,259,75,2025-08-23 02:15:11,1,0,1,책 제목 488,베르나르 베르베르,추리,15285
21,B7183,75,9,2025-08-15 22:42:58,0,0,0,책 제목 538,무라카미 하루키,소설,14408
89,B5954,12,2,2025-08-19 07:38:36,0,0,0,책 제목 719,정세랑,철학,15387
52,B7339,70,49,2025-08-09 22:21:08,0,0,0,책 제목 481,베르나르 베르베르,에세이,15088
18,B8144,75,6,2025-08-19 16:11:51,0,0,0,책 제목 740,조정래,에세이,15455
49,B7525,250,93,2025-08-30 04:01:47,1,1,1,책 제목 404,한강,로맨스,18652
91,B2979,65,7,2025-08-14 02:20:14,0,0,0,책 제목 636,정세랑,역사,18744
1,B3995,211,94,2025-08-01 18:23:54,1,0,1,책 제목 976,베르나르 베르베르,추리,17186
48,B3398,72,35,2025-08-03 07:31:39,0,0,0,책 제목 199,정세랑,자기계발,12488
22,B4878,223,79,2025-08-03 13:54:26,1,0,1,책 제목 925,공지영,로맨스,14752
78,B1605,180,91,2025-08-16 16:44:16,1,0,1,책 제목 691,김훈,에세이,13968
64,B4854,179,91,2025-08-20 07:40:11,1,0,1,책 제목 729,한강,철학,12720
66,B7268,279,86,2025-08-19 20:24:22,1,1,1,책 제목 862,조정래,자기계발,14298
45,B9249,27,9,2025-08-05 19:29:54,0,0,0,책 제목 310,김훈,에세이,17570
25,B6188,5,11,2025-08-12 21:58:36,0,0,0,책 제목 274,히가시노 게이고,SF,19057
36,B8798,23,41,2025-08-03 16:55:25,0,0,0,책 제목 63,공지영,역사,24456
52,B2886,51,4,2025-08-09 18:36:41,0,0,0,책 제목 901,한강,철학,23091
12,B9861,223,98,2025-08-21 17:15:46,1,1,1,책 제목 513,베르나르 베르베르,로맨스,13982
45,B1864,76,37,2025-08-22 09:28:43,0,0,0,책 제목 62,히가시노 게이고,SF,15291
54,B3397,76,31,2025-08-22 05:54:07,0,0,0,책 제목 35,히가시노 게이고,에세이,24441
61,B3814,194,83,2025-08-27 03:42:56,1,0,1,책 제목 702,정세랑,자기계발,19325
71,B1796,111,95,2025-08-01 14:22:25,1,0,1,책 제목 765,정세랑,역사,20160
31,B5764,294,77,2025-08-26 23:50:46,1,1,1,책 제목 91,김훈,에세이,19165
100,B1424,62,10,2025-08-18 13:49:20,0,0,0,책 제목 654,공지영,추리,20260
94,B3383,124,90,2025-08-30 16:31:19,1,1,1,책 제목 253,한강,역사,19080
72,B3185,33,16,2025-08-01 02:43:15,0,0,0,책 제목 310,무라카미 하루키,역사,13052
60,B2243,17,11,2025-08-22 10:42:27,0,0,0,책 제목 652,정세랑,추리,21825
8,B9961,77,29,2025-08-29 11:58:41,0,0,0,책 제목 611,한강,로맨스,18408
55,B3953,56,10,2025-08-25 03:06:02,0,0,0,책 제목 649,조정래,자기계발,22429
36,B9189,6,41,2025-08-23 16:31:39,0,0,0,책 제목 534,한강,소설,10071
28,B2643,183,91,2025-08-24 15:35:38,1,0,1,책 제목 631,무라카미 하루키,추리,15658
37,B5209,8,12,2025-08-03 22:56:56,0,0,0,책 제목 850,정세랑,에세이,18289
55,B5196,178,84,2025-08-24 19:36:37,1,0,1,책 제목 209,공지영,자기계발,16414
82,B9627,51,25,2025-08-03 03:36:24,0,0,0,책 제목 387,베르나르 베르베르,로맨스,17460
13,B6903,14,42,2025-08-25 22:45:34,0,0,0,책 제목 218,무라카미 하루키,소설,15330
98,B9102,243,73,2025-08-04 16:01:55,1,0,1,책 제목 404,공지영,SF,18356
80,B7315,272,71,2025-08-12 09:38:52,1,1,1,책 제목 264,베르나르 베르베르,철학,21836
79,B6444,52,22,2025-08-25 04:56:29,0,0,0,책 제목 631,한강,에세이,20252
99,B1783,286,95,2025-08-09 09:32:51,1,1,1,책 제목 121,한강,추리,19082
29,B9287,16,7,2025-08-20 12:05:24,0,0,0,책 제목 313,김훈,철학,20345
77,B8005,22,8,2025-08-15 12:25:04,0,0,0,책 제목 117,히가시노 게이고,소설,11951
69,B8450,119,96,2025-08-14 10:15:17,1,0,1,책 제목 688,조정래,소설,12195
22,B4745,254,78,2025-08-23 14:48:29,1,1,1,책 제목 670,조정래,자기계발,13748
78,B1974,81,8,2025-08-20 22:51:47,0,0,0,책 제목 610,김훈,자기계발,23387
96,B8489,222,80,2025-08-21 22:07:22,1,1,1,책 제목 667,베르나르 베르베르,에세이,15663
